profile_id,answer_id,gender,age,employment,income,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20
35,2,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,3,2,0,1,1,"0,3",1,3,2,4,3,4,3,2,"1,4,6",1
35,3,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,3,2,0,1,1,"0,3",2,3,2,4,4,4,4,3,"1,4,6",1
35,4,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,3,2,0,1,1,"0,3",1,3,2,4,3,4,3,2,"1,4,6",0
36,0,Female,From 20 to 29,Self-employed,"Less than RM25,000",1,1,1,0,3,2,0,1,1,"0,3",1,3,2,4,3,3,3,2,"1,4",1
36,1,Female,From 20 to 29,Self-employed,"Less than RM25,000",1,1,1,0,3,2,0,1,1,"0,3",2,3,2,4,3,4,3,2,"1,4",1
36,2,Female,From 20 to 29,Self-employed,"Less than RM25,000",1,1,1,0,3,2,0,2,1,"0,3",1,3,2,4,3,3,3,2,"1,4,6",1
36,3,Female,From 20 to 29,Self-employed,"Less than RM25,000",1,1,1,0,3,2,0,1,1,"0,3",1,3,2,4,3,3,3,2,"1,4",1
36,4,Female,From 20 to 29,Self-employed,"Less than RM25,000",1,1,1,0,3,2,0,1,1,"0,3",1,3,2,4,3,3,3,2,"1,4",1
37,0,Male,Below 20,Student,"Less than RM25,000",0,0,0,0,3,3,0,2,1,5,0,3,2,4,3,3,3,2,"1,6",1
37,1,Male,Below 20,Student,"Less than RM25,000",0,0,0,0,3,3,0,2,1,5,0,3,2,4,3,3,3,2,8,1
37,2,Male,Below 20,Student,"Less than RM25,000",0,0,0,0,3,3,0,1,1,5,0,3,2,4,3,3,3,2,"6,8",1
37,3,Male,Below 20,Student,"Less than RM25,000",0,0,0,0,3,3,0,2,1,5,0,3,2,4,3,3,3,2,"6,8",1
37,4,Male,Below 20,Student,"Less than RM25,000",0,0,0,0,3,3,0,2,1,5,1,3,2,4,3,3,3,2,"6,8",1
38,0,Male,From 20 to 29,Employed,"Less than RM25,000",0,1,2,0,3,2,0,1,1,"0,3",2,3,2,4,3,4,3,3,"1,4,6",0
38,1,Male,From 20 to 29,Employed,"Less than RM25,000",0,1,2,0,3,2,0,1,1,"0,3",2,3,2,4,3,4,3,2,"1,4,6",0
38,2,Male,From 20 to 29,Employed,"Less than RM25,000",0,1,2,0,3,2,0,1,1,"0,3",1,3,2,4,3,4,3,2,"1,4,6",0
38,3,Male,From 20 to 29,Employed,"Less than RM25,000",0,1,2,0,3,2,0,1,1,"0,3",2,3,2,4,3,4,3,2,"1,4,6",0
38,4,Male,From 20 to 29,Employed,"Less than RM25,000",0,1,2,0,3,2,0,1,1,"0,3",2,3,2,4,3,3,3,2,"1,4,6",0
39,0,Male,From 30 to 39,Employed,"RM50,000 - RM100,000",0,2,2,2,3,2,0,1,1,"0,3",2,3,2,4,4,4,4,3,"1,4",0
39,1,Male,From 30 to 39,Employed,"RM50,000 - RM100,000",0,2,2,2,3,2,0,1,1,"0,3",2,3,2,4,4,4,3,3,"1,4,6",0
39,2,Male,From 30 to 39,Employed,"RM50,000 - RM100,000",0,2,2,2,3,2,0,1,1,"0,3",2,4,2,3,4,4,4,3,"1,4,6",0
39,3,Male,From 30 to 39,Employed,"RM50,000 - RM100,000",0,2,2,2,3,2,0,1,1,"0,3",2,3,2,4,4,4,3,3,"1,4,6",0
39,4,Male,From 30 to 39,Employed,"RM50,000 - RM100,000",0,2,2,2,3,2,0,1,1,"0,3",2,4,2,3,4,4,4,3,"1,4",0
40,0,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,3,2,0,1,1,"0,3",2,3,2,4,4,4,3,3,"1,4,6",0
40,1,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,3,2,0,1,1,"0,3",2,3,2,4,4,4,3,3,"1,4,6",0
40,2,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,3,2,0,1,1,"0,3",2,4,2,4,4,4,4,3,"1,4",0
40,3,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,3,2,0,1,1,"0,3",2,4,3,4,4,4,4,3,"1,4,6",0
40,4,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,3,2,0,1,1,"0,3",2,4,2,4,4,4,4,3,"1,4,6",0
41,0,Male,From 20 to 29,Employed,"Less than RM25,000",0,1,2,0,3,2,0,1,1,"0,3",2,3,2,4,3,4,3,3,"1,4,6",0
41,1,Male,From 20 to 29,Employed,"Less than RM25,000",0,1,2,0,3,2,0,1,1,"0,3",2,3,2,4,3,4,3,2,"1,4,6",0
41,2,Male,From 20 to 29,Employed,"Less than RM25,000",0,1,2,0,3,2,0,1,1,"0,3",2,3,2,4,3,4,3,3,"1,4,6",0
41,3,Male,From 20 to 29,Employed,"Less than RM25,000",0,1,2,0,3,2,0,1,1,"0,3",1,3,2,4,3,4,3,2,"1,4,6",0
41,4,Male,From 20 to 29,Employed,"Less than RM25,000",0,1,2,0,3,2,0,1,1,"0,3",2,3,2,4,3,4,3,3,"1,4,6",0
42,0,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,3,2,0,1,1,"0,3",2,4,2,4,4,4,4,3,"1,4,6",0
42,1,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,3,2,0,1,1,"0,3",2,4,2,4,4,4,4,3,"1,4,6",0
42,2,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,3,2,0,1,1,"0,3",2,3,2,4,4,4,3,3,"1,4,6",0
42,3,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,3,2,0,1,1,"0,3",2,4,2,4,4,4,4,3,"1,4",0
42,4,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,3,2,0,1,1,"0,3",2,3,2,4,4,4,3,3,"1,4,6",0
43,0,Female,From 20 to 29,Employed,"Less than RM25,000",1,1,2,0,3,2,0,1,1,"0,3",1,3,2,4,3,4,3,3,"1,4,6",1
43,1,Female,From 20 to 29,Employed,"Less than RM25,000",1,1,2,0,3,2,0,1,1,"0,3",1,3,2,4,3,4,3,2,"1,4,6",1
43,2,Female,From 20 to 29,Employed,"Less than RM25,000",1,1,2,0,3,2,0,1,1,"0,3",1,3,2,4,3,3,3,2,"1,4",1
43,3,Female,From 20 to 29,Employed,"Less than RM25,000",1,1,2,0,3,2,0,1,1,"0,3",2,3,2,4,3,4,3,3,"1,4,6",1
43,4,Female,From 20 to 29,Employed,"Less than RM25,000",1,1,2,0,3,2,0,1,1,"0,3",2,3,2,4,4,4,3,3,"1,4,6",0
44,0,Female,Below 20,Student,"Less than RM25,000",1,0,0,0,3,2,0,1,1,"0,3",1,3,2,4,3,4,3,2,"1,6",1
44,1,Female,Below 20,Student,"Less than RM25,000",1,0,0,0,3,2,0,1,1,"0,3",1,3,2,4,3,3,3,2,"1,4,6",1
44,2,Female,Below 20,Student,"Less than RM25,000",1,0,0,0,3,2,0,2,1,"0,3",1,3,2,4,3,4,3,2,"1,4,6",0
44,3,Female,Below 20,Student,"Less than RM25,000",1,0,0,0,3,2,0,1,1,"0,3",2,3,2,4,4,4,3,3,"1,4,6",1
44,4,Female,Below 20,Student,"Less than RM25,000",1,0,0,0,3,3,0,1,1,5,1,3,2,4,3,3,3,2,"1,6",1
45,0,Female,From 30 to 39,Student,"RM50,000 - RM100,000",1,2,0,2,3,2,0,1,1,"0,3",2,3,2,4,4,4,4,3,"1,4,6",0
45,1,Female,From 30 to 39,Student,"RM50,000 - RM100,000",1,2,0,2,3,2,0,1,1,"0,3",2,4,2,4,4,4,4,3,"1,4",0
45,2,Female,From 30 to 39,Student,"RM50,000 - RM100,000",1,2,0,2,3,2,1,1,1,"0,3",2,4,2,4,4,4,4,3,"1,4",0
45,3,Female,From 30 to 39,Student,"RM50,000 - RM100,000",1,2,0,2,3,2,0,1,1,"0,3",2,3,2,4,4,4,3,3,"1,4,6",0
45,4,Female,From 30 to 39,Student,"RM50,000 - RM100,000",1,2,0,2,3,2,0,1,1,"0,3",2,4,3,4,4,4,4,4,"1,4,6",0
46,0,Female,Below 20,Student,"Less than RM25,000",1,0,0,0,3,3,0,2,1,5,1,3,2,4,3,3,3,2,"1,6",1
46,1,Female,Below 20,Student,"Less than RM25,000",1,0,0,0,3,2,0,1,1,"0,3",2,3,2,4,3,4,3,2,"1,4,6",1
46,2,Female,Below 20,Student,"Less than RM25,000",1,0,0,0,3,3,0,2,1,5,0,3,2,4,3,3,3,2,"6,8",1
46,3,Female,Below 20,Student,"Less than RM25,000",1,0,0,0,3,2,0,1,1,"0,3",2,3,2,4,3,4,3,3,"1,4,6",0
46,4,Female,Below 20,Student,"Less than RM25,000",1,0,0,0,3,3,0,2,1,5,1,3,2,4,3,3,3,2,"1,6",1
47,0,Female,From 20 to 29,Self-employed,"Less than RM25,000",1,1,1,0,3,2,0,1,1,"0,3",2,3,2,4,3,4,3,2,"1,4,6",1
47,1,Female,From 20 to 29,Self-employed,"Less than RM25,000",1,1,1,0,3,2,0,1,1,"0,3",1,3,2,4,3,3,3,2,"1,4",1
47,2,Female,From 20 to 29,Self-employed,"Less than RM25,000",1,1,1,0,3,2,0,1,1,"0,3",2,3,2,4,3,4,3,3,"1,4,6",1
47,3,Female,From 20 to 29,Self-employed,"Less than RM25,000",1,1,1,0,3,2,0,1,1,"0,3",2,3,2,4,3,3,3,2,"1,4,6",1
47,4,Female,From 20 to 29,Self-employed,"Less than RM25,000",1,1,1,0,3,2,0,1,1,"0,3",1,3,2,4,3,3,3,2,"1,4,6",1
48,0,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,3,2,0,1,1,"0,3",2,4,2,4,4,4,4,3,"1,4",0
48,1,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,3,2,0,1,1,"0,3",2,4,3,4,4,4,4,4,"1,4,6",0
48,2,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,3,2,0,1,1,"0,3",2,4,2,4,4,4,4,3,"1,4,6",0
48,3,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,3,2,0,1,1,"0,3",2,4,2,4,4,4,4,3,"1,4,6",0
48,4,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,3,2,0,1,1,"0,3",2,4,2,4,4,4,4,3,"1,4",0
49,0,Male,Below 20,Student,"Less than RM25,000",0,0,0,0,3,3,0,2,1,5,0,3,2,4,3,3,3,2,"6,8",1
49,1,Male,Below 20,Student,"Less than RM25,000",0,0,0,0,3,3,0,2,1,5,0,3,2,4,3,3,3,2,8,1
49,2,Male,Below 20,Student,"Less than RM25,000",0,0,0,0,3,3,0,2,1,5,0,3,2,4,3,3,3,2,8,1
49,3,Male,Below 20,Student,"Less than RM25,000",0,0,0,0,3,3,0,2,1,5,0,3,2,4,3,3,3,2,"6,8",1
49,4,Male,Below 20,Student,"Less than RM25,000",0,0,0,0,3,3,0,2,1,5,0,3,2,4,3,3,3,2,8,1
50,0,Male,40 and above,Employed,"RM100,000 - RM150,000",0,3,2,3,3,2,0,1,1,"0,3",2,4,3,4,4,4,4,4,"1,4,6",0
50,1,Male,40 and above,Employed,"RM100,000 - RM150,000",0,3,2,3,3,2,0,1,1,"0,3",2,3,2,3,4,4,4,3,"1,4,6",0
50,2,Male,40 and above,Employed,"RM100,000 - RM150,000",0,3,2,3,3,2,0,1,1,"0,3",2,4,2,3,4,4,4,3,"1,4,6",0
50,3,Male,40 and above,Employed,"RM100,000 - RM150,000",0,3,2,3,3,2,0,1,1,"0,3",2,4,2,3,4,4,4,3,"1,4",0
50,4,Male,40 and above,Employed,"RM100,000 - RM150,000",0,3,2,3,3,2,0,1,1,"0,3",2,4,2,3,4,4,4,3,"1,4,6",0
51,0,Female,Below 20,Student,"Less than RM25,000",1,0,0,0,3,2,0,1,1,"0,3",1,3,2,4,3,3,3,2,"1,4,6",0
51,1,Female,Below 20,Student,"Less than RM25,000",1,0,0,0,3,2,0,1,1,"0,3",1,3,2,4,3,4,3,2,"1,4",1
51,2,Female,Below 20,Student,"Less than RM25,000",1,0,0,0,3,2,0,1,1,"0,3",2,3,2,4,3,4,3,3,"1,4,6",1
51,3,Female,Below 20,Student,"Less than RM25,000",1,0,0,0,3,2,0,2,1,"0,3",1,3,2,4,3,3,3,2,"1,4,6",1
51,4,Female,Below 20,Student,"Less than RM25,000",1,0,0,0,3,2,0,2,1,"0,3",2,3,2,4,4,4,4,3,"1,4,6",1
52,0,Female,40 and above,Housewife,"Less than RM25,000",1,3,3,0,4,3,0,2,1,5,0,3,2,4,3,3,3,2,8,1
52,1,Female,40 and above,Housewife,"Less than RM25,000",1,3,3,0,4,3,3,2,1,5,0,3,2,4,3,3,3,2,8,1
52,2,Female,40 and above,Housewife,"Less than RM25,000",1,3,3,0,4,3,0,2,1,5,0,3,2,4,3,3,3,2,8,1
52,3,Female,40 and above,Housewife,"Less than RM25,000",1,3,3,0,4,3,0,2,1,5,0,3,2,4,3,3,3,2,8,1
52,4,Female,40 and above,Housewife,"Less than RM25,000",1,3,3,0,4,3,0,2,1,5,0,2,1,4,2,1,2,1,8,1
53,0,Female,Below 20,Student,"Less than RM25,000",1,0,0,0,3,2,0,1,1,"0,3",1,3,2,4,4,4,4,3,"1,4",1
53,1,Female,Below 20,Student,"Less than RM25,000",1,0,0,0,3,2,0,1,1,"0,3",2,3,2,4,4,4,3,3,"1,4,6",1
53,2,Female,Below 20,Student,"Less than RM25,000",1,0,0,0,3,2,0,1,1,"0,3",1,3,2,4,4,4,4,3,"1,6",1
53,3,Female,Below 20,Student,"Less than RM25,000",1,0,0,0,3,2,0,1,1,"0,3",1,3,2,4,4,4,4,3,"1,4,6",1
53,4,Female,Below 20,Student,"Less than RM25,000",1,0,0,0,3,3,0,2,1,5,0,3,2,4,3,3,3,2,"6,8",1
54,0,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,3,2,0,1,1,"0,3",2,4,2,4,4,4,4,3,"1,4,6",0
54,1,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,3,2,0,1,1,"0,3",2,4,2,4,4,4,4,3,"1,4,6",0
54,2,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,3,2,0,1,1,"0,3",2,4,2,4,4,4,4,3,"1,4,6",0
54,3,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,3,2,0,1,1,"0,3",2,3,2,4,4,4,3,3,"1,4,6",0
54,4,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,3,2,0,1,1,"0,3",2,4,2,4,4,4,4,3,"1,4,6",0
55,0,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,3,2,0,1,1,"0,3",2,4,2,4,4,4,4,3,"1,4,6",0
55,1,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,3,2,0,1,1,"0,3",2,4,2,4,4,4,4,3,"1,4,6",0
55,2,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,3,2,0,1,1,"0,3",2,4,2,4,4,4,4,3,"1,4,6",1
55,3,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,3,2,0,1,1,"0,3",2,4,2,4,4,4,4,3,"1,4,6",0
55,4,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,3,2,0,1,1,"0,3",2,4,2,4,4,4,4,3,"1,4,6",0
56,0,Female,From 20 to 29,Employed,"Less than RM25,000",1,1,2,0,3,2,0,1,1,"0,3",2,3,2,4,3,4,3,2,"1,4,6",1
56,1,Female,From 20 to 29,Employed,"Less than RM25,000",1,1,2,0,3,2,0,1,1,"0,3",2,3,2,4,4,4,4,3,"1,4,6",1
56,2,Female,From 20 to 29,Employed,"Less than RM25,000",1,1,2,0,3,2,0,1,1,"0,3",2,3,2,4,3,4,3,3,"1,4,6",1
56,3,Female,From 20 to 29,Employed,"Less than RM25,000",1,1,2,0,3,2,0,1,1,"0,3",1,3,2,4,3,3,3,2,"1,4",1
56,4,Female,From 20 to 29,Employed,"Less than RM25,000",1,1,2,0,3,2,0,1,1,"0,3",2,3,2,4,3,3,3,2,"1,4,6",0
57,0,Male,Below 20,Student,"Less than RM25,000",0,0,0,0,3,3,0,2,1,5,1,3,2,4,3,3,3,2,"1,4,6",1
57,1,Male,Below 20,Student,"Less than RM25,000",0,0,0,0,3,3,0,2,1,5,0,3,2,4,3,3,3,2,8,1
57,2,Male,Below 20,Student,"Less than RM25,000",0,0,0,0,3,3,0,2,1,5,0,3,2,4,3,3,3,2,"6,8",1
57,3,Male,Below 20,Student,"Less than RM25,000",0,0,0,0,3,3,0,2,1,5,0,3,2,4,3,3,3,2,8,1
57,4,Male,Below 20,Student,"Less than RM25,000",0,0,0,0,3,3,0,2,1,5,0,3,2,4,3,3,3,2,"6,8",1
58,0,Male,Below 20,Student,"Less than RM25,000",0,0,0,0,3,3,0,2,1,5,0,3,2,4,3,3,3,2,"6,8",1
58,1,Male,Below 20,Student,"Less than RM25,000",0,0,0,0,3,3,0,2,1,5,0,3,2,4,3,3,3,2,"6,8",1
58,2,Male,Below 20,Student,"Less than RM25,000",0,0,0,0,3,3,0,2,1,5,0,3,2,4,3,3,3,2,"6,8",1
58,3,Male,Below 20,Student,"Less than RM25,000",0,0,0,0,3,3,0,1,1,5,0,3,2,4,3,3,3,2,"6,8",1
58,4,Male,Below 20,Student,"Less than RM25,000",0,0,0,0,3,3,0,1,1,5,0,3,2,4,3,3,3,2,8,1
59,0,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,3,2,0,1,1,"0,3",1,3,2,4,3,3,3,2,"1,4",1
59,1,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,3,2,0,2,1,"0,3",1,3,2,4,3,3,3,2,"1,4,6",1
59,2,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,3,2,0,1,1,"0,3",1,3,2,4,3,4,3,2,"1,4,6",1
59,3,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,3,2,0,1,1,"0,3",1,3,2,4,3,3,3,2,"1,4,6",1
59,4,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,3,2,0,1,1,"0,3",2,3,2,4,4,4,4,3,"1,4,6",1
60,0,Male,From 20 to 29,Student,"Less than RM25,000",0,1,0,0,3,2,0,1,1,"0,3",2,3,2,4,3,4,3,3,"1,4,6",0
60,1,Male,From 20 to 29,Student,"Less than RM25,000",0,1,0,0,3,2,0,1,1,"0,3",2,3,2,4,3,4,3,3,"1,4,6",1
60,2,Male,From 20 to 29,Student,"Less than RM25,000",0,1,0,0,3,2,0,1,1,"0,3",1,3,2,4,3,3,3,2,"1,4,6",1
60,3,Male,From 20 to 29,Student,"Less than RM25,000",0,1,0,0,3,2,0,1,1,"0,3",2,3,2,4,3,4,3,2,"1,4,6",1
60,4,Male,From 20 to 29,Student,"Less than RM25,000",0,1,0,0,3,2,0,1,1,"0,3",1,3,2,4,3,4,3,3,"1,4,6",0
61,0,Female,From 20 to 29,Employed,"Less than RM25,000",1,1,2,0,3,2,0,1,1,"0,3",2,3,2,4,3,4,3,3,"1,4,6",1
61,1,Female,From 20 to 29,Employed,"Less than RM25,000",1,1,2,0,3,2,0,1,1,"0,3",2,3,2,4,3,4,3,3,"1,4,6",0
61,2,Female,From 20 to 29,Employed,"Less than RM25,000",1,1,2,0,3,2,0,1,1,"0,3",1,3,2,4,3,3,3,2,"1,4",1
61,3,Female,From 20 to 29,Employed,"Less than RM25,000",1,1,2,0,3,2,0,1,1,"0,3",2,3,2,4,3,4,3,2,"1,4,6",0
61,4,Female,From 20 to 29,Employed,"Less than RM25,000",1,1,2,0,3,2,0,2,1,"0,3",2,3,2,4,3,3,3,3,"1,4,6",0
62,0,Male,From 30 to 39,Student,"Less than RM25,000",0,2,0,0,3,2,0,1,1,"0,3",1,3,2,4,3,3,3,2,"1,4",1
62,1,Male,From 30 to 39,Student,"Less than RM25,000",0,2,0,0,3,2,0,1,1,"0,3",1,3,2,4,3,3,3,2,"1,4",1
62,2,Male,From 30 to 39,Student,"Less than RM25,000",0,2,0,0,3,2,0,2,1,"0,3",1,3,2,4,3,3,3,2,"1,4",1
62,3,Male,From 30 to 39,Student,"Less than RM25,000",0,2,0,0,3,2,0,2,1,"0,3",1,3,2,4,3,4,3,2,"1,4,6",0
62,4,Male,From 30 to 39,Student,"Less than RM25,000",0,2,0,0,3,2,0,1,1,"0,3",1,3,2,4,3,3,3,2,"1,4",1
63,0,Male,From 20 to 29,Employed,"Less than RM25,000",0,1,2,0,3,2,0,1,1,"0,3",1,3,2,4,3,4,3,3,"1,4,6",0
63,1,Male,From 20 to 29,Employed,"Less than RM25,000",0,1,2,0,3,2,0,1,1,"0,3",2,3,2,4,3,4,3,3,"1,4,6",0
63,2,Male,From 20 to 29,Employed,"Less than RM25,000",0,1,2,0,3,2,0,1,1,"0,3",1,3,2,4,3,4,3,2,"1,4,6",1
63,3,Male,From 20 to 29,Employed,"Less than RM25,000",0,1,2,0,3,2,0,1,1,"0,3",2,3,2,4,3,4,3,2,"1,4,6",1
63,4,Male,From 20 to 29,Employed,"Less than RM25,000",0,1,2,0,3,2,0,1,1,"0,3",2,3,2,4,3,4,3,3,"1,4,6",0
64,0,Female,From 20 to 29,Employed,"Less than RM25,000",1,1,2,0,3,2,0,1,1,"0,3",2,3,2,4,3,3,3,2,"1,4,6",1
64,1,Female,From 20 to 29,Employed,"Less than RM25,000",1,1,2,0,3,2,0,1,1,"0,3",2,3,2,4,3,3,3,3,"1,4,6",1
64,2,Female,From 20 to 29,Employed,"Less than RM25,000",1,1,2,0,3,2,0,1,1,"0,3",2,3,2,4,3,4,3,2,"1,4",1
64,3,Female,From 20 to 29,Employed,"Less than RM25,000",1,1,2,0,3,2,0,1,1,"0,3",1,3,2,4,3,4,3,2,"1,4,6",1
64,4,Female,From 20 to 29,Employed,"Less than RM25,000",1,1,2,0,3,2,0,1,1,"0,3",2,3,2,4,3,4,3,2,"1,4,6",1
65,0,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,3,2,0,1,1,"0,3",2,3,2,4,4,4,4,3,"1,4,6",1
65,1,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,3,2,0,1,1,"0,3",2,3,2,4,4,4,3,3,"1,4,6",1
65,2,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,3,2,0,1,1,"0,3",1,3,2,4,3,4,3,3,"1,4,6",1
65,3,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,3,2,0,1,1,"0,3",1,3,2,4,3,3,3,2,"1,4,6",1
65,4,Female,From 20 to 29,Student,"Less than RM25,000",1,1,0,0,3,2,0,2,1,"0,3",1,3,2,4,3,4,3,2,"1,4,6",1
66,0,Female,From 20 to 29,Self-employed,"RM25,000 - RM50,000",1,1,1,1,3,2,0,1,1,"0,3",2,3,2,4,3,4,3,3,"1,4,6",0
66,1,Female,From 20 to 29,Self-employed,"RM25,000 - RM50,000",1,1,1,1,3,2,0,1,1,"0,3",2,3,2,4,4,4,3,3,"1,4,6",0
66,2,Female,From 20 to 29,Self-employed,"RM25,000 - RM50,000",1,1,1,1,3,2,0,1,1,"0,3",2,3,2,4,4,4,3,3,"1,4",0
66,3,Female,From 20 to 29,Self-employed,"RM25,000 - RM50,000",1,1,1,1,3,2,0,1,1,"0,3",2,3,2,4,4,4,4,3,"1,4,6",0
66,4,Female,From 20 to 29,Self-employed,"RM25,000 - RM50,000",1,1,1,1,3,2,0,1,1,"0,3",2,4,2,3,4,4,4,3,"1,4",0
67,0,Female,From 20 to 29,Self-employed,"Less than RM25,000",1,1,1,0,3,2,0,2,1,"0,3",1,3,2,4,3,3,3,2,"1,4,6",1
67,1,Female,From 20 to 29,Self-employed,"Less than RM25,000",1,1,1,0,3,2,0,1,1,"0,3",1,3,2,4,3,3,3,2,"1,4,6",1
67,2,Female,From 20 to 29,Self-employed,"Less than RM25,000",1,1,1,0,3,2,0,2,1,"0,3",1,3,2,4,3,3,3,2,"1,4,6",1
67,3,Female,From 20 to 29,Self-employed,"Less than RM25,000",1,1,1,0,3,2,0,1,1,"0,3",1,3,2,4,3,3,3,2,"1,4",1
67,4,Female,From 20 to 29,Self-employed,"Less than RM25,000",1,1,1,0,3,2,0,1,1,"0,3",1,3,2,4,3,3,3,2,"1,4",1
68,0,Female,From 20 to 29,Employed,"Less than RM25,000",1,1,2,0,3,2,0,1,1,"0,3",1,3,2,4,3,3,3,2,"1,4",1
68,1,Female,From 20 to 29,Employed,"Less than RM25,000",1,1,2,0,3,2,0,1,1,"0,3",1,3,2,4,3,3,3,2,"1,4",1
68,2,Female,From 20 to 29,Employed,"Less than RM25,000",1,1,2,0,3,2,0,1,1,"0,3",1,3,2,4,3,3,3,2,"1,4",1
68,3,Female,From 20 to 29,Employed,"Less than RM25,000",1,1,2,0,3,2,0,1,1,"0,3",2,3,2,4,4,4,4,3,"1,4,6",1
68,4,Female,From 20 to 29,Employed,"Less than RM25,000",1,1,2,0,3,2,0,1,1,"0,3",2,3,2,4,3,4,3,3,"1,4,6",1
69,0,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,3,2,0,1,1,"0,3",2,4,2,4,4,4,4,3,"1,4,6",0
69,1,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,3,2,0,1,1,"0,3",2,4,2,4,4,4,4,3,"1,4,6",0
69,2,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,3,2,0,1,1,"0,3",2,4,3,4,4,4,4,3,"1,4",0
69,3,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,3,2,0,1,1,"0,3",2,3,2,4,4,4,3,3,"1,4,6",0
69,4,Female,From 20 to 29,Employed,"RM25,000 - RM50,000",1,1,2,1,3,2,0,1,1,"0,3",2,3,2,4,4,4,3,3,"1,4,6",0
70,0,Female,From 20 to 29,Employed,"Less than RM25,000",1,1,2,0,3,2,0,1,1,"0,3",2,3,2,4,3,4,3,3,"1,4,6",0
70,1,Female,From 20 to 29,Employed,"Less than RM25,000",1,1,2,0,3,2,0,1,1,"0,3",2,3,2,4,3,3,3,2,"1,4",1
70,2,Female,From 20 to 29,Employed,"Less than RM25,000",1,1,2,0,3,2,0,1,1,"0,3",1,3,2,4,3,3,3,2,"1,4",1
70,3,Female,From 20 to 29,Employed,"Less than RM25,000",1,1,2,0,3,2,0,1,1,"0,3",2,3,2,4,4,4,3,3,"1,4,6",0
70,4,Female,From 20 to 29,Employed,"Less than RM25,000",1,1,2,0,3,2,0,1,1,"0,3",2,3,2,4,3,4,3,3,"1,4,6",1
71,0,Male,From 20 to 29,Employed,"RM25,000 - RM50,000",0,1,2,1,3,2,0,1,1,"0,3",2,3,2,4,4,4,3,3,"1,4,6",0
71,1,Male,From 20 to 29,Employed,"RM25,000 - RM50,000",0,1,2,1,3,2,0,1,1,"0,3",2,3,2,4,4,4,3,3,"1,4,6",0
71,2,Male,From 20 to 29,Employed,"RM25,000 - RM50,000",0,1,2,1,3,2,0,1,1,"0,3",2,3,2,4,4,4,3,3,"1,4,6",0
71,3,Male,From 20 to 29,Employed,"RM25,000 - RM50,000",0,1,2,1,3,2,0,1,1,"0,3",2,3,2,4,4,4,3,3,"1,4,6",0
71,4,Male,From 20 to 29,Employed,"RM25,000 - RM50,000",0,1,2,1,3,2,0,1,1,"0,3",2,3,2,4,4,4,4,3,"1,4,6",0
